,equity
1724,207853.7308803451
1725,211076.34486304282
1726,212530.59528251135
1727,218670.49508706474
1728,220909.99133098905
1729,223166.93561471274
1730,218582.7031971886
1731,222691.84188937876
1732,223437.11419717377
1733,226725.60686201323
1734,227139.56622739712
1735,218259.83569758106
1736,221179.72680843237
1737,227195.01243149463
1738,225858.83771154744
1739,224203.61629041797
1740,229002.3931589874
1741,232582.35673363195
1742,226392.06509541904
1743,225983.30678510887
1744,234358.04270713235
1745,237775.51073999493
1746,236147.55604869497
1747,237519.89648175394
1748,242024.0706455611
1749,245862.73645737168
1750,243505.57027247146
1751,248727.93244463217
1752,249005.1827183535
1753,243913.27999696493
1754,244186.40800883152
1755,247311.55630515036
1756,252455.68185880862
1757,251556.9882630091
1758,243135.8213919766
1759,232863.5325334722
1760,232252.93631175085
1761,235332.35580893632
1762,232928.1973847459
1763,229170.1034595692
1764,232232.36275096136
1765,237251.09660092893
1766,238603.71672909183
1767,240374.3170487087
1768,240447.2878161076
1769,240715.7274685102
1770,242581.7261708788
1771,241797.52080095836
1772,245076.16600493705
1773,251829.45349930588
1774,245900.3830353314
1775,242460.78914236647
1776,244269.45741196699
1777,245346.5295044823
1778,242702.44908447625
1779,251510.15742637278
1780,252265.61587979458
1781,250981.63924990123
1782,256051.03759345188
1783,257320.23301129593
1784,255612.61288724135
1785,246651.5856182237
1786,245991.88688586894
1787,249464.10123580095
1788,250092.66232322314
1789,255792.4436971512
1790,256060.8683744922
1791,258603.52963100653
1792,257019.6714018949
1793,255698.96448479965
1794,253067.1487780034
1795,255700.07339228425
1796,235664.1267696379
1797,235617.43456658343
1798,239558.2998545771
1799,237800.5556723878
1800,236442.72059400854
1801,236996.8774478734
1802,240123.84684814204
1803,239501.69050607615
1804,242786.45179645836
1805,244441.7681651336
1806,245533.67053125708
1807,244955.19476204878
1808,247020.6496682536
1809,245014.73556570467
1810,245911.52997196463
1811,242119.50251723864
1812,243184.4483331046
1813,247596.84676471117
1814,247387.3493321766
1815,247267.25367578884
1816,249249.9479525165
1817,248809.3414765054
1818,245763.29341720164
1819,248117.50821549108
1820,249540.50136080806
1821,252303.27990693814
1822,233908.91559959127
1823,229115.5689764962
1824,226535.19278607238
1825,225807.2645849075
1826,224646.34963528707
1827,225328.27234452317
1828,225499.4764691995
1829,226177.39787985603
1830,226438.19036898733
1831,226536.7596872136
1832,226826.03088848473
1833,229734.03148786767
1834,227556.5545171951
1835,227522.78221351973
1836,229296.0444963069
1837,228722.35142349376
1838,228560.94072830025
1839,223963.1665382363
1840,225060.61643228543
1841,227698.4147923295
1842,229730.54422052825
1843,230522.68860427078
1844,232265.48750939773
1845,231656.75228530657
1846,233857.35667760659
1847,226573.93803602125
1848,231523.12483620556
1849,231103.4901305251
1850,231586.69242051797
1851,235604.71239521634
1852,234918.67336963562
1853,239701.9717911066
1854,243525.7389306521
1855,243488.33739523785
1856,240374.72857976626
1857,233441.62903617165
1858,239869.7301094975
1859,240278.59277870576
1860,241097.1718700329
1861,244264.6574536417
1862,247980.85943542715
1863,248597.44831893864
1864,246910.98819094815
1865,244562.7081336918
1866,237851.8743372768
1867,242904.28146643745
1868,243600.6187296198
1869,236741.13563768115
1870,240747.2200199705
1871,238472.33929917988
1872,242852.01690327155
1873,241575.81744089612
1874,244363.01965654886
1875,240476.97040466778
1876,242350.55817226824
1877,247092.92905596062
1878,247380.73494008716
1879,249338.58242334623
1880,254297.34123255807
1881,252063.26803806025
1882,254342.69022594797
1883,257245.09066808087
1884,256521.6290867299
1885,263336.3084090098
1886,269546.37453970715
1887,268875.60483307514
1888,265429.69744469895
1889,254084.1142464225
1890,248421.09048564648
1891,247024.47390770036
1892,252724.93147016113
1893,251493.6409193379
1894,251603.6693872401
1895,259007.3143177201
1896,266058.0106692666
1897,266276.7095745699
1898,266172.8577572981
1899,268447.4464910993
3393,268447.4464910993
3394,268447.4464910993
3395,268447.4464910993
3396,268447.4464910993
3397,268447.4464910993
3398,268447.4464910993
3399,268444.0204305635
3400,268420.5994650965
3401,268418.58598293865
3402,268375.6396645002
3403,268464.93634628755
3404,268079.3753177146
3405,268179.50257170136
3406,267766.7607576793
3407,267813.95415896724
3408,267570.0894967549
3409,267722.1128079793
3410,267415.1037264692
3411,268034.89852636884
3412,267607.82916553743
3413,267308.5817412867
3414,269133.00306849997
3415,267037.19797738985
3416,266494.0493040929
3417,265241.39895769104
3418,267299.07245575427
3419,267266.3876689414
3420,267309.683061978
3421,268893.0567912237
3422,270220.3008121363
3423,269846.5653675456
3424,266790.8335313307
3425,266020.8006719132
3426,265308.5951241468
3427,264065.3916082603
3428,264158.669516626
3429,263149.44006623013
3430,263728.7615348037
3431,265317.7957341371
3432,263844.56295043265
3433,263332.0227744596
3434,262682.9445490137
3435,262173.02341515955
3436,262606.9656984762
3437,262568.493072758
3438,262617.856077663
3439,261693.25393401133
3440,261304.8349551803
3441,261303.46176509914
3442,261057.40230487654
3443,261053.48580649478
3444,261138.10701968716
3445,262040.69230911956
3446,262773.47352858295
3447,262543.8524956846
3448,260161.29732938547
3449,262088.7769191786
3450,260490.6750877428
3451,263372.9735250391
3452,263416.4210636648
3453,261376.55572498986
3454,260018.58922388087
3455,263950.009987011
3456,266347.81083058764
3457,263113.0844669309
3458,265670.484550284
3459,264681.1213199848
3460,270496.0877360011
3461,267293.45355617354
3462,265638.91058884514
3463,266067.4535562014
3464,262811.4435068243
3465,261173.90536366022
3466,261598.6448729506
3467,261879.59357871962
3468,258302.64565962678
3469,258524.62992460502
3470,257630.0886571019
3471,255936.60323373633
3472,255743.35142113775
3473,255463.79700568714
3474,256496.71246200346
3475,255897.47076508874
3476,257783.0536335714
3477,256313.24576544325
3478,255292.0205089689
3479,254902.0526680632
3480,254326.84028963782
3481,254522.79713967218
3482,254746.42969489162
3483,254051.37969470667
3484,253479.92918518028
3485,251174.40632922508
3486,251631.5219808578
3487,252595.2181136195
3488,252047.15170502078
3489,253704.1499401854
3490,253559.15884724495
3491,255249.77717348404
3492,254027.50453623678
3493,257028.8351532898
3494,255489.3820828743
3495,252090.0948194548
3496,253488.98221453934
3497,252187.39287009963
3498,252708.59451484165
3499,253264.1546824218
3500,254049.2971814785
3501,253719.2098428394
3502,251490.23018898844
3503,251127.09949643604
3504,251838.75959116002
3505,249764.31003052465
3506,248600.41505332
3507,245815.13666859167
3508,247112.99498762313
3509,246559.66518660303
3510,249147.67786950097
3511,249431.45667921836
3512,250470.84551957174
3513,249327.25899044206
3514,250595.59716113503
3515,246384.10797058797
3516,245586.8747702027
3517,244339.9371082239
3518,244823.37282013553
3519,244303.37514538848
3520,245410.91219898296
3521,245167.83378778896
3522,246242.98454124437
3523,244999.5947838919
3524,244313.59890921472
3525,245476.5655462885
3526,244680.5329241383
3527,248469.08267295852
3528,246247.86836838012
3529,252932.4296828333
3530,252739.1278160637
3531,253402.39790155544
3532,250359.24563044123
3533,249395.32145714413
3534,246322.0190676069
3535,242374.81068731972
3536,240076.87923520326
3537,241055.55298508072
3538,238476.81835639686
3539,235937.95717742675
3540,237133.061091891
3541,241114.17814967045
3542,242135.83258422872
3543,240959.53038420883
3544,242223.3561346595
3545,238815.18071143018
3546,238180.41073931835
3547,235181.20498215844
3548,236773.38346240626
3549,236523.77493199147
3550,236795.30358955153
3551,236850.10971139066
3552,238085.6024836754
3553,237731.98176255144
3554,235213.24162764664
3555,234229.54701433465
3556,233108.06756435515
3557,233660.88183843857
3558,235367.6031566966
3559,234926.64737753218
3560,235166.53298804053
3561,234752.44592639347
3562,236807.19037598275
3563,238629.3689089361
3564,240844.428418761
3565,236395.04553662118
3566,239056.82458608702
3567,251012.190439304
3568,253794.43972433213
3569,263198.4516044834
3570,247778.7424741875
3571,249861.2499107903
3572,247873.84695733179
3573,245483.354509733
3574,245671.0823472577
3575,246540.0945383412
3576,244851.85090006096
3577,244590.09972829922
3578,248676.7160111388
3579,245660.71580014657
3580,247803.15495878406
3581,247154.45194727444
3582,247584.84172019345
3583,243409.98576525372
3584,243336.15182324674
3585,243407.51151615844
3586,245024.70662517278
3587,243196.66355870618
3588,242771.39690593063
3589,243979.84991533507
3590,243729.20518875675
3591,244930.30342597733
3592,243983.68076433084
3593,243336.8330453212
3594,243115.76099782388
3595,243983.89283799563
3596,244844.3009043276
3597,245363.12706811668
3598,246203.7533570434
3599,244329.58814430537
3600,245292.08063101055
3601,247105.01508459842
3602,248468.1899668868
3603,245728.19436690994
3604,244143.13430609624
3605,244505.0202471141
3606,246364.12965980062
3607,254017.9616696282
3608,249627.5021347324
3609,250393.85800194266
3610,251804.05035777733
3611,246365.06508300715
3612,247421.8246822902
3613,245354.85296999663
3614,244144.19949941782
3615,242096.16751207487
3616,239023.8388912326
3617,237011.9492628034
3618,237934.7652417889
3619,237938.21576060128
3620,237596.27979936707
3621,237988.37166794026
3622,237586.5479107092
3623,237348.65750346682
3624,237930.30527349206
3625,238858.228529735
3626,237369.55602625373
3627,236671.36441232034
3628,236809.85548670174
3629,236257.17466227556
3630,236456.18767133748
3631,235966.30815017968
3632,235558.91890328663
3633,235935.8104678536
3634,236552.1479385607
3635,236282.19673773527
3636,237747.5707877696
3637,237727.6218679665
3638,238591.90377624411
3639,237902.13920747512
3640,241177.47207338773
3641,242361.70084489844
3642,242083.55325551704
3643,240196.41962009532
3644,244211.5377261372
3645,244595.76616125426
3646,246837.7270353399
3647,243079.35771703187
3648,249302.11406716393
3649,250538.57970221536
3650,248751.5468166716
3651,248209.81251756535
3652,251529.15002066534
3653,241596.05577453255
3654,239558.59310820905
3655,239590.18007521334
3656,241023.9367714465
3657,239355.53548369586
3658,239512.40573279283
3659,241479.3263991277
3660,241065.48271842522
3661,242629.23996362602
3662,238856.54705643767
3663,235307.0469030443
3664,236655.61091765933
3665,237148.3582829117
3666,238659.6506175137
3667,235316.4383495698
3668,234487.84871880856
3669,235975.91243938924
3670,233548.2550908815
3671,234460.78029826446
3672,234965.69525208647
3673,237557.70243984865
3674,237169.41217130626
3675,238330.49320163918
3676,236127.7297277694
3677,240936.26705233855
3678,241929.52328392194
3679,241971.42669468076
3680,245415.74578396074
3681,246325.37316423972
3682,243855.7954360765
3683,247581.82516448954
3684,241099.3923585751
3685,245168.4213880924
3686,241712.4744078805
3687,245186.877805883
3688,252394.78402115262
3689,250177.06234685847
3690,254408.27693099913
3691,252501.90534204827
3692,247083.33973097062
3693,242210.69631457172
3694,240812.02647967107
3695,242863.50821958928
3696,239573.274575025
3697,244025.8478267158
3698,241344.30540596833
3699,240543.15437714945
3700,241415.06458541055
3701,240979.1112818085
3702,240827.19080082703
3703,240842.77201389326
3704,241256.78079778465
3705,243086.2284338492
3706,240369.95203763354
3707,240636.75989690196
3708,241932.0932726383
3709,242176.3148934652
3710,243968.2281998845
3711,246925.61732870006
3712,247538.77922055757
3713,252619.68700719
3714,253508.78575468648
3715,245210.3422633937
3716,245288.13563360448
3717,250751.45237006372
3718,247252.03020678554
3719,248141.26902466457
3720,245094.17452694938
3721,246820.74510672517
3722,248466.79144734822
3723,247811.52777008785
3724,249565.16414057574
3725,249911.0366964548
3726,244499.93422704708
3727,246094.4423239567
3728,245985.6290627199
3729,243768.31198995234
3730,244227.5728883145
3731,243061.87126874112
3732,245053.39716810838
3733,245834.31865852053
3734,247121.85870729623
3735,249320.4434672864
3736,251891.54606157454
3737,253287.95226613065
3738,240703.5615432237
3739,243551.92326022123
3740,245091.78341673219
3741,245071.92505842616
3742,244783.75075501567
3743,248441.36576635455
3744,249261.96529260487
3745,246371.4226236965
3746,246584.769352731
3747,248156.64357940076
3748,245243.91156432204
3749,255727.3323666171
3750,255426.4680050693
3751,260432.45944995075
3752,264726.99452120904
3753,272571.4134921132
3754,257294.31004794384
3755,255329.5667904723
3756,261523.86301585397
3757,266878.95199134474
3758,263539.65699978883
3759,262846.289454248
3760,262375.572920558
3761,266801.06270052417
3762,268211.9650665328
3763,272666.23421493545
3764,272199.0549067591
3765,262442.65998362063
3766,262505.3857656171
3767,261587.8009454672
3768,260124.0811684117
3769,259058.7120864699
3770,257431.82210963173
3771,258147.28899843336
3772,260427.37681923923
3773,259614.25655183272
3774,259049.14235976647
3775,260758.54099058037
3776,261676.2824581258
3777,261488.397481833
3778,261091.45668997685
3779,262089.93709557017
3780,261944.47590074615
3781,263420.4044803579
3782,264295.26057780173
3783,265521.4589554541
3784,259846.2649606549
3785,259806.7043818391
3786,259798.9609850968
3787,258438.00387426646
3788,258384.1205599821
3789,261932.3792339309
3790,260138.1424361785
3791,259669.80378063343
3792,259689.34558166258
3793,260875.86468000797
3794,258694.87939779038
3795,258285.94759349822
3796,258119.5467456449
3797,258362.69334212036
3798,259033.33880797782
3799,259088.70908136485
5278,259088.70908136485
5279,259086.20654353968
5280,259055.53419815193
5281,259149.44182929877
5282,258785.98489530545
5283,258825.83736835775
5284,258572.58871168116
5285,258437.88487022606
5286,258425.5811189749
5287,258797.7328067841
5288,258766.36180842904
5289,258557.60173284815
5290,260294.32059392286
5291,258468.82313561838
5292,259209.72344921198
5293,258947.8147053875
5294,258648.73029550118
5295,258055.33004680762
5296,256405.0993586836
5297,257889.68550995935
5298,258880.72270413334
5299,258906.3520378885
5300,258144.97275646852
5301,258509.7333046126
5302,257715.14465998337
5303,256537.72508665026
5304,256485.68504704267
5305,257853.29734105794
5306,257598.7954755814
5307,257540.40355221747
5308,257916.73336657687
5309,259612.37236682887
5310,259653.86047489304
5311,260262.31022678962
5312,261011.97095915896
5313,263448.4019351388
5314,260304.70779322172
5315,261109.04838703846
5316,262286.31713668024
5317,264261.54828427633
5318,268332.3654604687
5319,268927.9426070195
5320,266368.00361354696
5321,270807.71662741597
5322,270669.35353761335
5323,271909.511868059
5324,262519.5685091964
5325,262251.6377783531
5326,258004.7301706084
5327,257325.64510497352
5328,257597.18022272753
5329,255244.3020486042
5330,254161.13117235753
5331,254249.4732852154
5332,254768.054707015
5333,251376.33781994326
5334,251392.48062794018
5335,250717.17525733428
5336,250476.9472554652
5337,250573.94100242876
5338,250382.10747764734
5339,251009.81101984586
5340,251960.71216532064
5341,251555.89766000523
5342,252385.38784070825
5343,253316.13963851135
5344,249190.18537144212
5345,249455.76440472907
5346,245162.15576875518
5347,246879.14427063576
5348,248009.41497595265
5349,249588.80194707192
5350,248051.92186978715
5351,246046.4821111251
5352,244108.62685472812
5353,243116.87881367697
5354,242560.18880083933
5355,243842.72431865387
5356,244211.92468966727
5357,244534.10139055824
5358,244383.52724900012
5359,245572.3940417589
5360,246444.06565780952
5361,246848.6681056614
5362,248364.04274328306
5363,251883.79190507546
5364,254442.23315605609
5365,254538.99905692815
5366,258153.99047576424
5367,252718.2196795028
5368,255737.69676447328
5369,258049.09303645528
5370,259740.10398454146
5371,250803.21839744554
5372,259451.6536774599
5373,260248.8093184795
5374,258960.57056440602
5375,251171.00991556572
5376,250370.53978730453
5377,251214.35566816278
5378,249870.16567070427
5379,248709.77849290913
5380,250761.36182113356
5381,252683.25695596662
5382,251950.36406427628
5383,250158.1559441196
5384,249872.88792456267
5385,249437.0633032239
5386,248858.02468215345
5387,249063.39141023386
5388,248979.66345238153
5389,251099.72285523656
5390,250682.3331685196
5391,247286.46224509148
5392,244269.1120052829
5393,244133.64394391462
5394,244832.57368423548
5395,245103.79320869342
5396,242720.49861491856
5397,243661.66026386095
5398,244380.8867550953
5399,245274.28446695473
5400,245936.99216560894
5401,247224.12754127113
5402,244379.93874294293
5403,244812.24840581906
5404,244289.5882363977
5405,243367.45935946266
5406,245199.17259407512
5407,245530.7314104741
5408,243949.61917716294
5409,245743.98295287837
5410,246526.53231242386
5411,249743.94240552827
5412,248334.8794999947
5413,249112.71466920408
5414,247185.9802954308
5415,250424.2930091145
5416,249477.80438856047
5417,249109.0578782819
5418,248169.4451246244
5419,248737.7326536247
5420,249077.857510252
5421,250855.61099362728
5422,252909.09162555545
5423,256667.8686605858
5424,253232.71746342053
5425,256583.93956337994
5426,257152.91722364424
5427,258724.8756660754
5428,258027.4553758955
5429,259292.730130685
5430,258695.57583965154
5431,261995.38445964578
5432,264959.4672435834
5433,264329.1171243154
5434,262420.3176861791
5435,256887.58297307216
5436,256406.69252128224
5437,257620.58743895544
5438,261578.38857232995
5439,267705.8511488023
5440,266299.6939002583
5441,260900.40955816844
5442,260937.27992713384
5443,259364.20933649712
5444,259498.4372872998
5445,256718.1491709765
5446,247704.29405298873
5447,247028.20972360144
5448,249596.79014606588
5449,251836.59710112857
5450,253316.1343454124
5451,255671.71464683543
5452,257449.548889263
5453,257752.30996039315
5454,258068.3550919649
5455,258867.01152982563
5456,263146.92584380024
5457,262249.39922453894
5458,263222.0514133909
5459,261742.34473131553
5460,264191.1417959524
5461,258902.37826721405
5462,255503.44862519557
5463,252838.89520856185
5464,257651.4383948814
5465,257063.63565982511
5466,256531.49767940992
5467,250458.51460414976
5468,249864.17060549618
5469,254091.91663030843
5470,256030.34904312776
5471,256890.52422593735
5472,256727.13432455854
5473,259598.24653941684
5474,262794.8401999133
5475,261462.72563808362
5476,268250.6388674634
5477,268825.98850594193
5478,264680.23980834737
5479,267991.19735346996
5480,269732.3419202988
5481,265468.730064199
5482,263094.5294414219
5483,261870.83086998432
5484,260714.31571190842
5485,257015.8513959737
5486,249938.7883805031
5487,254397.6874727358
5488,250743.53077565008
5489,253667.84694218118
5490,257641.2484466957
5491,259145.52728190046
5492,261004.48127063402
5493,259954.70640297089
5494,258862.90567642218
5495,260679.6271820924
5496,258970.3455862423
5497,252749.60541159692
5498,253018.81488336978
5499,253842.9842090828
5500,256057.49268807587
5501,258017.07689865318
5502,256562.2565836772
5503,258504.56431267492
5504,260754.85816446875
5505,261639.01671042372
5506,262090.3083568307
5507,260042.8805182319
5508,263253.8831502716
5509,265866.4272837646
5510,264808.8037271375
5511,262191.29864997434
5512,264692.91598536156
5513,264082.4000944617
5514,258484.19537646868
5515,257767.69213965308
5516,265282.6022785588
5517,264725.7775937542
5518,263847.79262992257
5519,257606.50757277972
5520,254925.81597610316
5521,253955.32342305046
5522,258542.64512342899
5523,259528.0864749102
5524,261976.2070483165
5525,262221.63995149353
5526,264958.3708983532
5527,263396.416595639
5528,266743.74104658695
5529,266151.1737386036
5530,260521.318182737
5531,267802.26038883056
5532,267213.8550871689
5533,268077.31310536206
5534,266762.910708319
5535,266900.5118905142
5536,264175.7644211589
5537,260484.98459414038
5538,260535.29300566716
5539,262486.18105579604
5540,255623.76018297594
5541,260072.708674015
5542,256251.7020019675
5543,250409.86238622357
5544,245503.534133438
5545,245966.88595202897
5546,244825.62316608228
5547,245013.65681179395
5548,244765.10554898612
5549,244815.10732851728
5550,244148.01781547308
5551,244173.09413052708
5552,244233.22086076817
5553,245525.24246129638
5554,244301.26564124462
5555,244449.33373130788
5556,244876.87388528357
5557,244702.46263355788
5558,244163.53446037404
5559,242102.89448202658
5560,240887.19431382781
5561,240212.95385661014
5562,240764.82537893206
5563,240702.8668432654
5564,240657.53560085112
5565,241095.26965639342
5566,240567.8684379753
5567,239416.88644114527
5568,239161.24199066006
5569,239524.51018217657
5570,239818.06419518613
5571,240099.76594446818
5572,240243.90349266355
5573,241814.78237905915
5574,241086.7054057213
5575,241037.01310106178
5576,242619.52653870184
5577,243367.58595831963
5578,243547.92136387524
5579,244434.00755257168
5580,245840.25339263017
5581,245538.9255091621
5582,247694.17850883305
5583,246109.248120316
5584,247358.69530061766
5585,248564.80953020696
5586,246438.3031633654
5587,245729.3345347642
5588,243091.0556080213
5589,246595.62890364035
5590,247249.89547683025
5591,242716.9928573209
5592,247817.07126796962
5593,253992.19516781808
5594,251831.74600579785
5595,245608.758498131
5596,246877.20120468945
5597,250264.84687867278
5598,251409.97771287162
5599,252029.62852052413
5600,261042.3294658129
5601,260272.48179455934
5602,247892.0475843935
5603,249338.00534762288
5604,254486.39804436115
5605,256559.0339176854
5606,259802.14663266903
5607,262790.13725523825
5608,259849.32332927742
5609,244916.84282792412
5610,248191.7455956737
5611,252500.45794956523
5612,247064.82149224586
5613,247535.79291862375
5614,240797.73411348442
5615,239122.8675390984
5616,234968.25832769345
5617,235030.57630484417
5618,235735.02322025743
5619,235623.40303207762
5620,236509.814563906
5621,235811.93522066865
5622,234570.75857973853
5623,234176.3434244331
5624,234301.9322565846
5625,234465.38116726142
5626,236235.69135434082
5627,235360.77943519093
5628,236299.45512704604
5629,236862.42645440504
5630,237181.85225105096
5631,234336.4851710451
5632,234322.43127515097
5633,237214.59946736557
5634,236332.18146218694
5635,235686.88434782188
5636,237042.67372544017
5637,238027.8489678157
5638,238496.4835908442
5639,240073.95496716053
5640,242900.3260060855
5641,241903.69422864603
5642,244005.23863815784
5643,241716.19563006304
5644,242410.604791116
5645,247326.07982276677
5646,248307.50475311384
5647,246564.6479565684
5648,243887.93467399242
5649,248704.19032973464
5650,249315.8695138061
5651,247944.0768097738
5652,250976.17310158032
5653,253547.32751409116
5654,246432.14685689835
5655,245181.13671059965
5656,252035.405757649
5657,249902.54998321677
5658,246050.3229190895
5659,251627.3228957337
5660,255735.9744233521
5661,245777.55999419364
5662,242997.59213788007
5663,244828.71616962738
5664,244603.22987839734
5665,245366.8744737081
5666,241430.9345866627
5667,240545.96530743866
5668,239934.00126945032
5669,238759.18867869
5670,236943.2824228162
5671,236943.2824228162
5672,236943.2824228162
5673,236943.2824228162
5674,236943.2824228162
5675,236943.2824228162
5676,236943.2824228162
5677,236943.2824228162
5678,236943.2824228162
5679,236943.2824228162
5680,236935.21962181633
5681,237738.6677613911
5682,237215.76167773324
5683,236153.5088019723
5684,236100.1378783644
5685,235993.00801721844
5686,235893.065324016
5687,235893.4771002409
5688,235452.1167867084
5689,235452.1167867084
5690,235452.1167867084
5691,235444.03071375456
5692,234751.84206643442
5693,234751.84206643442
5694,234751.84206643442
5695,234751.84206643442
5696,234751.84206643442
5697,234751.84206643442
5698,234743.36336978237
5699,234704.86511432735
7163,234704.86511432735
7164,234704.86511432735
7165,234704.86511432735
7166,234697.61178337186
7167,234865.99436103445
7168,235132.73508602034
7169,235162.55616254255
7170,236228.033141469
7171,236209.03465387158
7172,236327.85011541162
7173,232964.83073988426
7174,233593.11165242892
7175,234735.84732968642
7176,233431.65358651735
7177,235680.07456860185
7178,236522.62364538878
7179,237832.09305061743
7180,237690.4423554628
7181,236728.3357419295
7182,236156.63984535044
7183,236165.31194266264
7184,239170.7223770959
7185,238457.84636041184
7186,239387.478291438
7187,239188.10688538416
7188,238589.65193523924
7189,239470.0512458459
7190,238500.53433340022
7191,234163.3555524623
7192,233435.6352133345
7193,232970.35547013846
7194,232974.44669306566
7195,233891.79465571907
7196,233993.5441019311
7197,232904.71045484816
7198,232718.76605448188
7199,232537.6140645636
7200,232080.20633889493
7201,232113.20074030544
7202,232155.50973895297
7203,231853.06923365846
7204,232120.80271075323
7205,232104.15214862538
7206,230839.3658213179
7207,230608.0890952074
7208,230434.6558174312
7209,230356.84506281244
7210,230475.8837701756
7211,230593.4181873273
7212,230774.29653321957
7213,231339.4111189745
7214,231288.23347259054
7215,231558.7806891108
7216,231518.17937192458
7217,231607.21964249026
