cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.004490565184056328,0.1692800201678412,0.1114421309049165,0.1336200756575661,0.45418616235559583,1.0224662153707451,,,0.010663638935621575
