period_label,start,end,bars,cum_return,vol,max_drawdown,ret_over_vol
2005-12,2005-12-21,2005-12-30,7,0.0,0.0,0.0,
2006-01,2006-01-02,2006-01-31,22,0.0,0.0,0.0,
2006-02,2006-02-01,2006-02-28,20,0.00771903796362472,0.006222978416752789,-0.021992649340838444,1.2404089242611562
2006-03,2006-03-01,2006-03-31,23,0.02052474875431698,0.007385108133613335,-0.030867016823383553,2.779207613886998
2006-04,2006-04-03,2006-04-28,19,0.0023073895137630807,0.009915863990433678,-0.030910129409050136,0.23269676913571352
2006-05,2006-05-01,2006-05-31,23,-0.09238857797532496,0.0160876508560033,-0.1260349859760307,-5.742825898092452
2006-06,2006-06-01,2006-06-30,22,-0.0213723478805391,0.006579920988948124,-0.04080691734403552,-3.2481161880874976
2006-07,2006-07-03,2006-07-31,21,-0.009729578401233119,0.005876608024443334,-0.02784439509761316,-1.6556452907465715
2006-08,2006-08-01,2006-08-31,23,0.0006460177348557306,0.0016120934668805138,-0.00755367167984744,0.4007321834172612
2006-09,2006-09-01,2006-09-29,21,0.049445284610917684,0.010825220187260719,-0.024723511107559437,4.567600820637868
2006-10,2006-10-02,2006-10-31,22,0.13367212819747976,0.015354778801024462,-0.028267021717753527,8.705571726540354
2006-11,2006-11-01,2006-11-30,22,0.047394843055978964,0.02496289208807163,-0.09794807810352602,1.898611863111258
2006-12,2006-12-01,2006-12-29,20,0.07458280488532654,0.01610800124407247,-0.04227149351413417,4.630171289114595
2007-01,2007-01-02,2007-01-31,22,0.053416984809634194,0.01680529715179699,-0.04044139749885134,3.178580201655186
2007-02,2007-02-01,2007-02-28,20,-0.08341243182653324,0.030123058085674562,-0.13679162268505463,-2.769055903597025
2007-03,2007-03-01,2007-03-30,22,-0.017130570805469647,0.008157163740491462,-0.02951081315533044,-2.100064599713128
2007-04,2007-04-02,2007-04-30,20,0.037134192427376034,0.006100432531435938,-0.008985217341291318,6.08714090943897
2007-05,2007-05-01,2007-05-31,22,0.12433842387698846,0.014829468132664487,-0.03986427904651457,8.384550461598243
2007-06,2007-06-01,2007-06-29,21,-0.02651446781302602,0.019026705249135478,-0.1053564334219963,-1.393539631052558
2007-07,2007-07-02,2007-07-31,22,0.01068836227893466,0.0017700828013076238,0.0,6.038340280487886
2007-08,2007-08-01,2007-08-31,23,-0.020542608046976496,0.004066914004385818,-0.023834891316602325,-5.0511537801937925
2007-09,2007-09-03,2007-09-28,20,-0.02321048609512577,0.0048651504413797005,-0.031452751412427093,-4.770764311358796
2007-10,2007-10-01,2007-10-31,23,0.003277944704223712,0.010375293380316286,-0.062030015235100544,0.3159375435534706
2007-11,2007-11-01,2007-11-30,22,-0.10119702832919286,0.010008061938382534,-0.06547223675308966,-10.111550962837862
2007-12,2007-12-03,2007-12-31,20,-0.0003392291653783186,0.0034560583653910092,-0.014429748144255905,-0.09815492955077428
2008-01,2008-01-02,2008-01-31,22,-0.01044900636950774,0.008938315145847996,-0.03858564178860502,-1.1690129738110082
