cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
,50.72075245532965,0.0827102269295348,0.2559204920533641,4.383037089513721,0.8505196522670967,96.77456647398844,1.0290023594055118,20.327478024291597,0.5992124876951203,3.195107078735023,-0.14415416875464046,0.14614112627454298,0.15373222226071967,-0.12092647134599874,-56.872616036034366
