cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.0012573193529679116,0.051644902213325225,0.050145890726924776,0.03131876566259613,0.1328416310843389,1.0226787314422088,19.555582653277842,3.6,0.0032533230414454233
