date,equity,drawdown,delta_pos,cost_usd,cost_pct,slip_cost,pnl,sample,bundle
2006-04-18,99186.58878776216,0.0100024208238804,1.0,0.0,0.0,0.0,142.91043030817409,OOS,1
2006-04-19,99667.48409294405,0.005202526062039576,1.0,0.0,0.0,0.0,484.8390402969915,OOS,1
2006-04-20,100025.47521799774,0.0016293580410277567,1.0,0.0,0.0,0.0,359.185473890189,OOS,1
2006-04-21,100178.35809488031,0.0001034090204893443,1.0,0.0,0.0,0.0,152.84393955576903,OOS,1
2006-04-24,100052.87839143604,0.0013558424811397848,1.0,0.0,0.0,0.0,-125.25629869620802,OOS,1
2006-04-25,99954.68726928603,0.0023359041448501655,1.0,0.0,0.0,0.0,-98.13922770503525,OOS,1
2006-04-26,100150.21110596867,0.00038434872437661307,1.0,0.0,0.0,0.0,195.61247403624415,OOS,1
2006-04-27,100021.67029675351,0.0016673355828182221,1.0,0.0,0.0,0.0,-128.34801624048154,OOS,1
2006-04-28,99749.26106525505,0.004386296714809243,1.0,0.0,0.0,0.0,-272.3502123992083,OOS,1
2006-05-01,99667.24390600061,0.00520492340723978,1.0,0.0,0.0,0.0,-82.22332514403186,OOS,1
2006-05-02,99993.76597567649,0.0019458531793242657,1.0,0.0,0.0,0.0,327.6122193002884,OOS,1
2006-05-03,99509.1597439153,0.0067827873068182975,1.0,0.0,0.0,0.0,-484.63644411499973,OOS,1
2006-05-04,99920.92689279781,0.00267287198903051,1.0,0.0,0.0,0.0,413.798237209706,OOS,1
2006-05-05,100489.51367651322,0.0,1.0,0.0,0.0,0.0,569.0367387458539,OOS,1
2006-05-08,100539.87292203777,0.0,1.0,0.0,0.0,0.0,50.11393097855144,OOS,1
2006-05-09,100612.5128033746,0.0,1.0,0.0,0.0,0.0,72.24982410030111,OOS,1
2006-05-10,100455.83652843324,0.0015572245496695918,1.0,0.0,0.0,0.0,-155.72245496695004,OOS,1
2006-05-11,99796.23271067107,0.008113107107251865,1.0,0.0,0.0,0.0,-656.6107461316806,OOS,1
2006-05-12,98880.48676197752,0.017214817452993674,1.0,0.0,0.0,0.0,-917.6157494326376,OOS,1
2006-05-15,98913.35141693236,0.016888171650805334,1.0,0.0,0.0,0.0,33.23674471178428,OOS,1
2006-05-16,98888.96268866703,0.01713057418688942,1.0,0.0,0.0,0.0,-24.656659506488985,OOS,1
2006-05-17,98667.3269324227,0.019333438920796513,1.0,0.0,0.0,0.0,-224.1258783774569,OOS,1
2006-05-18,98622.05419872612,0.019783410126515747,0.0,0.0,0.0,0.0,-45.884220343378466,OOS,1
2006-05-19,98619.76276997733,0.019806184915505193,1.0,0.0,0.0,0.0,-2.3234445554798366,OOS,1
2006-05-22,98644.83067984409,0.019557031910890844,1.0,0.0,0.0,0.0,25.41874890250595,OOS,1
2006-05-23,98670.28931465215,0.01930399544356976,1.0,0.0,0.0,0.0,25.80838208409153,OOS,1
2006-05-24,98647.90330950734,0.019526492671012658,1.0,0.0,0.0,0.0,-22.687685726185958,OOS,1
2006-05-25,98428.70233994618,0.021705157763987168,1.0,0.0,0.0,0.0,-222.20540144013978,OOS,1
2006-05-26,98354.9736138905,0.022437956538228734,1.0,0.0,0.0,0.0,-74.90571784745103,OOS,1
2006-05-29,98354.9736138905,0.022437956538228734,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-05-30,98560.61577692561,0.020394054072170723,1.0,0.0,0.0,0.0,209.08161069960184,OOS,1
2006-05-31,98457.25072201635,0.02142141192289115,1.0,0.0,0.0,0.0,-104.87460340467547,OOS,1
2006-06-01,98296.78944395644,0.02301625607884121,1.0,0.0,0.0,0.0,-162.9755826850876,OOS,1
2006-06-02,98284.06217519194,0.023142753950824334,1.0,0.0,0.0,0.0,-12.94779700995452,OOS,1
2006-06-05,98400.3458657107,0.021986996209776666,1.0,0.0,0.0,0.0,118.31388319245573,OOS,1
2006-06-06,98405.34677982204,0.02193729151627484,1.0,0.0,0.0,0.0,5.08221192451197,OOS,1
2006-06-07,98483.34757370509,0.02116203214038102,1.0,0.0,0.0,0.0,79.26479244829699,OOS,1
2006-06-08,98465.33008044864,0.021341110196921226,1.0,0.0,0.0,0.0,-18.29496427604438,OOS,1
2006-06-09,98522.32753556468,0.020774605559198578,1.0,0.0,0.0,0.0,57.885811248969965,OOS,1
2006-06-12,98672.68239392119,0.01928021033769815,1.0,0.0,0.0,0.0,152.60993331914773,OOS,1
2006-06-13,98809.34698383007,0.017921884359139623,1.0,0.0,0.0,0.0,138.50296413681073,OOS,1
2006-06-14,98713.25090792455,0.01887699494357871,1.0,0.0,0.0,0.0,-97.2540339946204,OOS,1
2006-06-15,98315.3132711284,0.02283214550794077,1.0,0.0,0.0,0.0,-403.12484204103606,OOS,1
2006-06-16,98362.15790998441,0.02236655094568628,1.0,0.0,0.0,0.0,47.64734739421961,OOS,1
2006-06-19,98477.79536951175,0.021217216173048947,1.0,0.0,0.0,0.0,117.56295508803527,OOS,1
2006-06-20,98477.8966966634,0.021216209070166477,1.0,0.0,0.0,0.0,0.10289339974489664,OOS,1
2006-06-21,98355.61348589676,0.02243159677254524,1.0,0.0,0.0,0.0,-124.17325599806128,OOS,1
2006-06-22,98422.5070124447,0.021766733877423373,1.0,0.0,0.0,0.0,68.01190514411637,OOS,1
2006-06-23,98433.6481551769,0.021656000704960272,1.0,0.0,0.0,0.0,11.319710369495084,OOS,1
2006-06-26,98372.27557769584,0.022265990215917013,1.0,0.0,0.0,0.0,-62.34918509199217,OOS,1
2006-06-27,98487.3956384722,0.021121797932385264,1.0,0.0,0.0,0.0,117.0249037142912,OOS,1
2006-06-28,98418.56635299779,0.021805900570880325,1.0,0.0,0.0,0.0,-69.88639005853226,OOS,1
2006-06-29,98146.40111872621,0.024510983931669363,1.0,0.0,0.0,0.0,-276.5385072725224,OOS,1
2006-06-30,98171.21523315286,0.024264353430797674,1.0,0.0,0.0,0.0,25.28275529598556,OOS,1
2006-07-03,98120.49323381827,0.024768485550365333,1.0,0.0,0.0,0.0,-51.66687527920488,OOS,1
2006-07-04,98120.49323381827,0.024768485550365333,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-07-05,98167.63431026711,0.02429994465882666,1.0,0.0,0.0,0.0,48.044067956853894,OOS,1
2006-07-06,98151.53912733342,0.024459916639301287,1.0,0.0,0.0,0.0,-16.395610474639888,OOS,1
2006-07-07,98195.21240626267,0.024025842609020444,1.0,0.0,0.0,0.0,44.495765749097416,OOS,1
2006-07-10,98185.77103683783,0.024119681527876264,1.0,0.0,0.0,0.0,-9.614897909454578,OOS,1
2006-07-11,98159.93103670096,0.024376508431577303,1.0,0.0,0.0,0.0,-26.31745910227634,OOS,1
2006-07-12,98230.15837429355,0.02367851038306587,1.0,0.0,0.0,0.0,71.54379271756551,OOS,1
2006-07-13,98312.96973449041,0.022855438203577598,1.0,0.0,0.0,0.0,84.30339680540743,OOS,1
2006-07-14,98343.7955581779,0.02254905659329295,1.0,0.0,0.0,0.0,31.354788458448635,OOS,1
2006-07-17,98352.46229505824,0.022462916841498023,1.0,0.0,0.0,0.0,8.812693094828461,OOS,1
2006-07-18,98338.18405776657,0.02260482997828225,1.0,0.0,0.0,0.0,-14.517417214054973,OOS,1
2006-07-19,98103.24040816838,0.024939963482574507,1.0,0.0,0.0,0.0,-238.9139598715728,OOS,1
2006-07-20,98157.5040547609,0.024400630500219084,1.0,0.0,0.0,0.0,55.3127973823786,OOS,1
2006-07-21,98200.11843943452,0.023977080948714456,1.0,0.0,0.0,0.0,43.41429122917128,OOS,1
2006-07-24,97988.49604809583,0.026080421631123046,1.0,0.0,0.0,0.0,-215.50115692497985,OOS,1
2006-07-25,97947.95427259091,0.026483371268054817,1.0,0.0,0.0,0.0,-41.37401546098762,OOS,1
2006-07-26,97950.39685599315,0.02645909413458322,1.0,0.0,0.0,0.0,2.493756424404303,OOS,1
2006-07-27,97976.85896578156,0.02619608400740229,1.0,0.0,0.0,0.0,27.015827028564754,OOS,1
2006-07-28,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,-82.07122318139027,OOS,1
2006-07-31,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-01,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-02,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-03,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-04,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-07,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-08,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-09,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-10,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-11,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-14,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-15,97896.44815919363,0.02699529679264573,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-08-16,97894.11067515027,0.027018529330808613,1.0,0.0,0.0,0.0,-2.387710777385088,OOS,1
2006-08-17,97904.54833909794,0.026914788119533364,1.0,0.0,0.0,0.0,10.662198037925119,OOS,1
2006-08-18,97929.08818693049,0.02667088358769338,1.0,0.0,0.0,0.0,25.065074349306382,OOS,1
2006-08-21,97902.41944937945,0.026935947413334587,1.0,0.0,0.0,0.0,-27.232702810564557,OOS,1
2006-08-22,97915.65606782059,0.026804387052974592,1.0,0.0,0.0,0.0,13.520215859397222,OOS,1
2006-08-23,97856.30005196907,0.027394333712666075,1.0,0.0,0.0,0.0,-60.61953546060428,OOS,1
2006-08-24,97887.5760382304,0.027083477881816753,1.0,0.0,0.0,0.0,31.961137141633955,OOS,1
2006-08-25,97877.69648061309,0.02718167200640463,1.0,0.0,0.0,0.0,-10.092759487129177,OOS,1
2006-08-28,97943.49147988234,0.026527727507494825,1.0,0.0,0.0,0.0,67.22164664172413,OOS,1
2006-08-29,97981.66020812729,0.026148363875860513,1.0,0.0,0.0,0.0,38.970152756678814,OOS,1
2006-08-30,97998.29477181438,0.025983030924484913,1.0,0.0,0.0,0.0,16.977221708391887,OOS,1
2006-08-31,97974.64264485537,0.02621811229060921,1.0,0.0,0.0,0.0,-24.135243387746197,OOS,1
2006-09-01,98082.03052541571,0.025150771086536395,1.0,0.0,0.0,0.0,109.6078308237436,OOS,1
2006-09-04,98082.03052541571,0.025150771086536395,0.0,0.0,0.0,0.0,0.0,OOS,1
2006-09-05,98125.21371278858,0.02472156813583325,1.0,0.0,0.0,0.0,44.02762375691482,OOS,1
2006-09-06,97792.94743134348,0.02802400311322464,1.0,0.0,0.0,0.0,-338.614581179536,OOS,1
2006-09-07,97663.3863275458,0.029311726679485995,1.0,0.0,0.0,0.0,-132.48512004266354,OOS,1
2006-09-08,97788.43093394679,0.028068893130090793,1.0,0.0,0.0,0.0,128.03632057322156,OOS,1
2006-09-11,97804.23249524845,0.02791183949072347,1.0,0.0,0.0,0.0,16.158927135601076,OOS,1
2006-09-12,98147.22558489857,0.024502789462120932,1.0,0.0,0.0,0.0,350.693503644417,OOS,1
2006-09-13,98273.61585409298,0.02324658120657908,1.0,0.0,0.0,0.0,128.77620171247716,OOS,1
2006-09-14,98219.14270985992,0.023787996411460288,1.0,0.0,0.0,0.0,-55.43008035231445,OOS,1
2006-09-15,98319.71014137442,0.022788444479872633,1.0,0.0,0.0,0.0,102.39086672908515,OOS,1
2006-09-18,98373.65405421847,0.022252289370125355,1.0,0.0,0.0,0.0,54.86581761325881,OOS,1
2006-09-19,98241.30580505604,0.02356771471310508,1.0,0.0,0.0,0.0,-134.53627440685457,OOS,1
2006-09-20,98907.96929869773,0.016941665178445853,1.0,0.0,0.0,0.0,678.597956509841,OOS,1
2006-09-21,98691.37794256042,0.019094393006251896,1.0,0.0,0.0,0.0,-218.98271461140428,OOS,1
2006-09-22,98189.11875147675,0.024086408184972465,1.0,0.0,0.0,0.0,-508.919017602516,OOS,1
2006-09-25,98691.61260091879,0.0190920607082918,1.0,0.0,0.0,0.0,511.7612377333658,OOS,1
2006-09-26,99336.61976830715,0.012681256033838515,1.0,0.0,0.0,0.0,653.5582410600593,OOS,1
2006-09-27,99486.4499141042,0.011192075994275618,1.0,0.0,0.0,0.0,150.83072702343213,OOS,1
2006-09-28,99576.5900297559,0.010296162423089355,1.0,0.0,0.0,0.0,90.60541986322113,OOS,1
2006-09-29,99528.77790330934,0.010771372962160151,1.0,0.0,0.0,0.0,-48.01542855832896,OOS,1
2006-10-02,99318.53956681087,0.01286095735520017,1.0,0.0,0.0,0.0,-211.23371644602983,OOS,1
2006-10-03,99410.51669651075,0.011946785477994102,1.0,0.0,0.0,0.0,92.6082180638721,OOS,1
2006-10-04,100409.75385066627,0.0020152458879998487,1.0,0.0,0.0,0.0,1005.1624187872088,OOS,1
2006-10-05,100674.93758246752,0.0,1.0,0.0,0.0,0.0,264.1015654671119,OOS,1
2006-10-06,100580.43948023637,0.0009386457493827312,1.0,0.0,0.0,0.0,-93.86457493828493,OOS,1
2006-10-09,100616.74911735053,0.000577983622481333,1.0,0.0,0.0,0.0,36.1000978935877,OOS,1
2006-10-10,100893.13159987201,0.0,1.0,0.0,0.0,0.0,274.68834458082017,OOS,1
2006-10-11,100761.22574683162,0.0013073818896166837,1.0,0.0,0.0,0.0,-130.73818896166546,OOS,1
2006-10-12,101484.97475375167,0.0,1.0,0.0,0.0,0.0,718.2812649962344,OOS,1
2006-10-13,101664.0848527653,0.0,1.0,0.0,0.0,0.0,176.48927779529976,OOS,1
2006-10-16,101866.76066488159,0.0,1.0,0.0,0.0,0.0,199.35832050208546,OOS,1
2006-10-17,101308.06040495996,0.0054846179094633005,1.0,0.0,0.0,0.0,-548.4617909463252,OOS,1
2006-10-18,101703.30718155876,0.0016045811436033502,1.0,0.0,0.0,0.0,390.14346441820226,OOS,1
2006-10-19,101723.66704543898,0.0014047135543393636,1.0,0.0,0.0,0.0,20.018880845135143,OOS,1
2006-10-20,101915.72684565262,0.0,1.0,0.0,0.0,0.0,188.80542335133475,OOS,1
2006-10-23,102454.51708322433,0.0,1.0,0.0,0.0,0.0,528.6625079833796,OOS,1
2006-10-24,102491.89910237619,0.0,1.0,0.0,0.0,0.0,36.48645293158337,OOS,1
2006-10-25,102773.5189804546,0.0,1.0,0.0,0.0,0.0,274.7728167248664,OOS,1
2006-10-26,103143.34921722679,0.0,1.0,0.0,0.0,0.0,359.84973604195056,OOS,1
2006-10-27,102501.68817749628,0.006221060733437343,1.0,0.0,0.0,0.0,-622.1060733437367,OOS,1
2006-10-30,102504.0076842121,0.006198572548465396,1.0,0.0,0.0,0.0,2.2628961113435597,OOS,1
2006-10-31,102557.54453858655,0.005679519649943665,1.0,0.0,0.0,0.0,52.22903531671985,OOS,1
2006-11-01,102261.78658138281,0.008546965388794453,1.0,0.0,0.0,0.0,-288.38244766327125,OOS,1
2006-11-02,101905.01393865088,0.012005963428314592,1.0,0.0,0.0,0.0,-348.8816836267561,OOS,1
2006-11-03,101869.90659169722,0.012346337744449369,1.0,0.0,0.0,0.0,-34.45104965570933,OOS,1
2006-11-06,102939.45656563774,0.0019767891302389005,1.0,0.0,0.0,0.0,1049.9174974483606,OOS,1
2006-11-07,103218.06634893997,0.0,1.0,0.0,0.0,0.0,270.65402577152173,OOS,1
2006-11-08,103272.08609006226,0.0,1.0,0.0,0.0,0.0,52.335548449117255,OOS,1
2006-11-09,103012.40900457646,0.0025144944323032565,1.0,0.0,0.0,0.0,-251.44944323031714,OOS,1
2006-11-10,103107.75956443936,0.001591199827992232,1.0,0.0,0.0,0.0,92.56220758671607,OOS,1
2006-11-13,103605.4156210866,0.0,1.0,0.0,0.0,0.0,482.65626054673214,OOS,1
2006-11-14,103900.4138249298,0.0,1.0,0.0,0.0,0.0,284.732416809258,OOS,1
2006-11-15,104458.94086071906,0.0,1.0,0.0,0.0,0.0,537.5599723119184,OOS,1
2006-11-16,104648.20640888604,0.0,1.0,0.0,0.0,0.0,181.186547180634,OOS,1
2006-11-17,104545.55069320207,0.0009809601063096008,1.0,0.0,0.0,0.0,-98.0960106309492,OOS,1
2006-11-20,104901.60505250542,0.0,1.0,0.0,0.0,0.0,340.573421769258,OOS,1
2006-11-21,105046.8946897278,0.0,1.0,0.0,0.0,0.0,138.50087150684143,OOS,1
2006-11-22,105274.2941754028,0.0,1.0,0.0,0.0,0.0,216.47425785088492,OOS,1
2006-11-23,105269.9549540698,4.121824199327976e-05,1.0,0.0,0.0,0.0,-4.121824199315727,OOS,1
2006-11-24,104723.1891705376,0.005234943717095573,1.0,0.0,0.0,0.0,-519.393956016001,OOS,1
2006-11-27,103290.53790315754,0.01884369102432566,1.0,0.0,0.0,0.0,-1368.0363238814607,OOS,1
2006-11-28,103376.3527361516,0.01802853634989888,1.0,0.0,0.0,0.0,83.0810205234067,OOS,1
2006-11-29,104296.65923730227,0.0092865494445552,1.0,0.0,0.0,0.0,890.2485692250717,OOS,1
2006-11-30,104067.79088807842,0.01146056876253343,1.0,0.0,0.0,0.0,-219.43977007271022,OOS,1
2006-12-01,103592.12273202851,0.015978938225617915,1.0,0.0,0.0,0.0,-457.0752890887042,OOS,1
2006-12-04,104298.50426916758,0.009269023495986684,1.0,0.0,0.0,0.0,681.8873081366638,OOS,1
2006-12-05,104882.74148104373,0.003719357108266915,1.0,0.0,0.0,0.0,560.1587635124416,OOS,1
2006-12-06,104800.77165356347,0.00449798809432407,1.0,0.0,0.0,0.0,-78.15378042446142,OOS,1
2006-12-07,104818.49081064209,0.00432967390882024,1.0,0.0,0.0,0.0,16.907468140775485,OOS,1
2006-12-08,104979.9192011776,0.002796266425065968,1.0,0.0,0.0,0.0,154.00755085008822,OOS,1
2006-12-11,105300.88700358458,0.0,1.0,0.0,0.0,0.0,305.7420932015442,OOS,1
2006-12-12,105281.70057032177,0.00018220580860016651,1.0,0.0,0.0,0.0,-18.220580860006663,OOS,1
2006-12-13,105560.24456533836,0.0,1.0,0.0,0.0,0.0,264.57018979338943,OOS,1
2006-12-14,106153.56096367823,0.0,1.0,0.0,0.0,0.0,562.0642513504359,OOS,1
2006-12-15,106389.28682637365,0.0,1.0,0.0,0.0,0.0,222.06119187661022,OOS,1
2006-12-18,106267.12637780624,0.0011482401302940221,1.0,0.0,0.0,0.0,-114.82401302939648,OOS,1
2006-12-19,106161.0452367211,0.0021453437320717943,1.0,0.0,0.0,0.0,-99.82498322952394,OOS,1
2006-12-20,106254.31017300843,0.0012687053122697896,1.0,0.0,0.0,0.0,87.85231539439886,OOS,1
2006-12-21,106002.15119193746,0.003638859193294402,1.0,0.0,0.0,0.0,-237.31647277216993,OOS,1
2006-12-22,105346.95775289314,0.009797312347638693,1.0,0.0,0.0,0.0,-618.0944741941919,OOS,1
