cagr,annualised_return_plain,annualised_return_log,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.010133681378856174,0.0330645852308693,-0.010093671993701403,0.2885006374223726,0.11321093547837095,0.1086105961342837,0.0042934351695759244,0.17761088437582623,-0.16902401403667439,-0.011518698895451852,0.0201055692346037,0.6278169442902082,0.1532962108489134,23.40650406504065,1.2333837860310146,288.65173253173833,0.34285714285714286,0.01817383189769553,-0.02789055906177007,0.026583502270054682,0.012553862807358308,-0.013441946673690404,-0.25468047126422433
