Date,Open,High,Low,Close,Tickvol,Volume,Spread
2011-01-03 00:00:00,0.77728,0.77825,0.77362,0.77393,2557,0,40
2011-01-03 04:00:00,0.77392,0.77598,0.77392,0.77566,1958,0,30
2011-01-03 08:00:00,0.77563,0.77819,0.77475,0.77772,4345,0,30
2011-01-03 12:00:00,0.77775,0.77816,0.77498,0.77519,5809,0,30
2011-01-03 16:00:00,0.77515,0.77686,0.7746,0.77524,6260,0,30
2011-01-03 20:00:00,0.77523,0.77523,0.77264,0.77347,3425,0,40
2011-01-04 00:00:00,0.77346,0.77402,0.77147,0.77311,2376,0,40
2011-01-04 04:00:00,0.77315,0.77322,0.76864,0.76948,3713,0,30
2011-01-04 08:00:00,0.76955,0.77016,0.76692,0.76764,5639,0,30
2011-01-04 12:00:00,0.76763,0.76912,0.7639,0.76688,5919,0,30
2011-01-04 16:00:00,0.76688,0.76825,0.76517,0.76751,8135,0,30
2011-01-04 20:00:00,0.76751,0.76868,0.7658,0.76643,4025,0,40
2011-01-05 00:00:00,0.76643,0.76791,0.76275,0.76306,4288,0,40
2011-01-05 04:00:00,0.76305,0.76441,0.76263,0.76386,4030,0,30
2011-01-05 08:00:00,0.76393,0.7664,0.76315,0.7634,6066,0,30
2011-01-05 12:00:00,0.76336,0.76477,0.75947,0.7602,7266,0,30
2011-01-05 16:00:00,0.76023,0.76296,0.75994,0.76077,7181,0,30
2011-01-05 20:00:00,0.76073,0.76102,0.75604,0.75749,4384,0,40
2011-01-06 00:00:00,0.75747,0.75983,0.75569,0.75623,3320,0,40
2011-01-06 04:00:00,0.75614,0.75757,0.75585,0.7569,3129,0,30
2011-01-06 08:00:00,0.75687,0.7593,0.75613,0.75738,4738,0,30
2011-01-06 12:00:00,0.75739,0.76028,0.75611,0.75867,5629,0,30
2011-01-06 16:00:00,0.75866,0.75907,0.75531,0.7585,7987,0,30
2011-01-06 20:00:00,0.7585,0.75863,0.75527,0.75649,4006,0,40
2011-01-07 00:00:00,0.75654,0.75865,0.75494,0.75858,4118,0,40
2011-01-07 04:00:00,0.75859,0.75894,0.75733,0.75774,4326,0,30
2011-01-07 08:00:00,0.75775,0.75832,0.75544,0.75596,4834,0,30
2011-01-07 12:00:00,0.75595,0.76367,0.75571,0.76117,8551,0,30
2011-01-07 16:00:00,0.7612,0.76245,0.75654,0.75922,9359,0,30
2011-01-07 20:00:00,0.75922,0.76159,0.75896,0.75955,2638,0,40
2011-01-10 00:00:00,0.75977,0.76239,0.75866,0.7618,2817,0,40
2011-01-10 04:00:00,0.76169,0.76196,0.75886,0.75965,3091,0,30
2011-01-10 08:00:00,0.75968,0.76147,0.75714,0.75796,6214,0,30
2011-01-10 12:00:00,0.75797,0.75983,0.75731,0.75879,6486,0,30
2011-01-10 16:00:00,0.75875,0.76454,0.75805,0.76425,7760,0,30
2011-01-10 20:00:00,0.76427,0.76427,0.76237,0.76261,3601,0,40
2011-01-11 00:00:00,0.7626,0.76316,0.75963,0.76067,5276,0,40
2011-01-11 04:00:00,0.76069,0.76074,0.75744,0.75912,5106,0,30
2011-01-11 08:00:00,0.75911,0.75973,0.75602,0.75704,5009,0,30
2011-01-11 12:00:00,0.75702,0.76077,0.7568,0.7586,6664,0,30
2011-01-11 16:00:00,0.75861,0.76162,0.75754,0.75901,7812,0,30
2011-01-11 20:00:00,0.759,0.76105,0.75806,0.75874,4584,0,40
2011-01-12 00:00:00,0.7587,0.76049,0.75845,0.75962,3516,0,40
2011-01-12 04:00:00,0.75965,0.76123,0.75874,0.76097,3242,0,30
2011-01-12 08:00:00,0.76098,0.76178,0.7578,0.75856,6019,0,30
2011-01-12 12:00:00,0.75861,0.75992,0.75621,0.75836,6859,0,30
2011-01-12 16:00:00,0.75838,0.76237,0.75811,0.76216,7783,0,30
2011-01-12 20:00:00,0.76215,0.76409,0.76052,0.76304,4727,0,40
2011-01-13 00:00:00,0.76302,0.76356,0.76077,0.76091,4607,0,40
2011-01-13 04:00:00,0.76093,0.76225,0.76085,0.76205,2869,0,30
2011-01-13 08:00:00,0.76206,0.76829,0.76205,0.76679,5883,0,30
2011-01-13 12:00:00,0.76676,0.77034,0.76653,0.76809,8146,0,30
2011-01-13 16:00:00,0.7681,0.7701,0.76741,0.7693,7866,0,30
2011-01-13 20:00:00,0.7693,0.77243,0.76711,0.77156,4375,0,40
2011-01-14 00:00:00,0.77157,0.77249,0.76927,0.76945,3066,0,40
2011-01-14 04:00:00,0.76952,0.77088,0.7682,0.76933,3390,0,30
2011-01-14 08:00:00,0.76934,0.7699,0.7634,0.76632,6752,0,30
2011-01-14 12:00:00,0.76635,0.76856,0.76387,0.76855,8219,0,30
2011-01-14 16:00:00,0.76854,0.77001,0.76621,0.76957,7337,0,30
2011-01-14 20:00:00,0.76956,0.77015,0.76503,0.76582,3142,0,40
2011-01-17 00:00:00,0.76794,0.7691,0.76719,0.76771,3155,0,40
2011-01-17 04:00:00,0.7677,0.76872,0.76748,0.76767,2928,0,30
2011-01-17 08:00:00,0.76772,0.77164,0.76709,0.77127,5686,0,30
2011-01-17 12:00:00,0.7713,0.77456,0.77084,0.77326,6923,0,28
2011-01-17 16:00:00,0.77319,0.77391,0.7723,0.77272,4014,0,30
2011-01-17 20:00:00,0.77271,0.77347,0.77107,0.77152,3910,0,40
2011-01-18 00:00:00,0.77154,0.77227,0.77011,0.77047,3563,0,40
2011-01-18 04:00:00,0.77049,0.77341,0.77043,0.77174,4375,0,30
2011-01-18 08:00:00,0.77187,0.77404,0.77113,0.7718,6927,0,30
2011-01-18 12:00:00,0.77182,0.77393,0.77086,0.7727,8153,0,30
2011-01-18 16:00:00,0.77271,0.77319,0.76922,0.77132,8481,0,30
2011-01-18 20:00:00,0.77129,0.77192,0.77003,0.77143,4723,0,40
2011-01-19 00:00:00,0.77148,0.77552,0.77054,0.77502,4576,0,40
2011-01-19 04:00:00,0.77501,0.77578,0.77374,0.77572,3876,0,30
2011-01-19 08:00:00,0.77569,0.77639,0.77311,0.77476,6658,0,30
2011-01-19 12:00:00,0.77477,0.77859,0.77457,0.77545,8335,0,30
2011-01-19 16:00:00,0.77546,0.7758,0.77076,0.77165,8874,0,16
2011-01-19 20:00:00,0.77164,0.77166,0.76414,0.76525,6710,0,40
2011-01-20 00:00:00,0.76527,0.7658,0.76345,0.76388,5055,0,40
