bundle,span_short,span_long,vol_window,cap,idm,oos_pnl,oos_sharpe,oos_max_drawdown,oos_profit_factor,oos_start_equity,oos_end_equity
1,16,80,32,20,1.0,1205.70068359375,1.369046611921822,0.0,1.4123928883259549,100000.0,101205.70068359375
2,16,64,32,20,1.0,-170.900390625,-0.29410008168668916,0.0,0.8248254530712752,100000.0,99829.099609375
3,16,50,32,20,1.0,-906.939697265625,-1.2620562774126132,0.0,0.6047349135956633,100000.0,99093.06030273438
4,20,64,32,20,1.0,464.8603515625,0.6440930741170382,0.0,1.234172347152042,100000.0,100464.8603515625
5,20,50,32,20,1.0,116.81103515625,0.14527545348204757,0.0,1.0553641137770504,100000.0,100116.81103515625
6,10,64,32,20,1.0,-265.4208984375,-0.3280605014532896,0.0,0.8703757843645509,100000.0,99734.5791015625
7,20,80,32,20,1.0,772.66015625,1.3249358337531778,0.0,4.649262955924949,100000.0,100772.66015625
8,16,80,32,20,1.0,460.6591796875,0.4891972775220463,0.0,1.2477110951822066,100000.0,100460.6591796875
9,16,64,32,20,1.0,-224.669921875,-0.449798235285165,0.0,0.6962934018381178,100000.0,99775.330078125
10,10,64,32,20,1.0,-152.2099609375,-0.3523970343284884,0.0,0.6965579674875888,100000.0,99847.7900390625
