cagr,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.007591392554115561,0.24494536515375026,0.1544909754003819,0.17316238189296754,0.0029832749760639486,0.14525131953515627,-0.13928476958302835,-0.009354371131685621,0.01532092108381352,0.587339363713553,0.25461997143357445,89.61904761904762,inf,123289.97806338454,1.0,0.015430107642731658,-0.02381070203356958,0.02402046076589954,0.009962735074943687,-0.010417017468801124,-0.12646881308992308
