cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.017112444373769575,0.25739868112362035,0.1946236791395949,0.23794398636935848,0.30522412722727826,1.023437493667239,42.77547433802946,1.5975024015369836,0.016214592810693214
