cagr,cagr_geom,cagr_equity,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy_usd,expectancy_pct,expectancy,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.015261087849726657,-0.015261087849726657,0.012537682100597664,0.011995189336161208,-0.015306980264270985,0.20534775607812517,0.24296044814161724,0.06083717840916537,0.05964115461923051,-2.000093641831342,0.6133005991726299,0.23645876605066787,21.85496183206107,1.1122436582103428,125.90023671796277,0.0031286582265183825,125.90023671796277,0.0019490929757374083,0.14728533913559658,-0.14338715318412174,-0.011309938859506109,0.015208124810980926,0.3548387096774194,0.015305069623988673,-0.024001336996603284,0.022450643683898597,0.010378477755671108,-0.011063572682356295,-0.20503470288997927
