period_label,start,end,bars,cum_return,vol,max_drawdown,ret_over_vol
2005-12,2005-12-21,2005-12-30,7,0.0,0.0,0.0,
2006-01,2006-01-02,2006-01-31,22,0.0,0.0,0.0,
2006-02,2006-02-01,2006-02-28,20,0.01842553106621958,0.006798513013585617,-0.021766477749199598,2.7102295795270877
2006-03,2006-03-01,2006-03-31,23,0.016363788119080125,0.007170737541127462,-0.03152012854386643,2.2820230171898372
2006-04,2006-04-03,2006-04-28,19,0.006312751552571161,0.008967437632450607,-0.028339029944550287,0.7039638089845317
2006-05,2006-05-01,2006-05-31,23,-0.09093654955070518,0.015932910750489936,-0.12381287911480843,-5.707466198410036
2006-06,2006-06-01,2006-06-30,22,-0.021582020848935124,0.00760904282885908,-0.04617932503925992,-2.8363647484122767
2006-07,2006-07-03,2006-07-31,21,-0.006111474897384173,0.004958328186311591,-0.02022858990032117,-1.2325676453317598
2006-08,2006-08-01,2006-08-31,23,0.0008238335089718607,0.0017496327575269,-0.007728644454760292,0.4708608166072214
2006-09,2006-09-01,2006-09-29,21,0.04358518025445446,0.010068542020266844,-0.023046961237682795,4.328847231974837
2006-10,2006-10-02,2006-10-31,22,0.12967870018250993,0.014707572193991306,-0.02648623431837438,8.817138442161747
2006-11,2006-11-01,2006-11-30,22,0.04558267718752562,0.0245311856365657,-0.09582482532726078,1.858152225613628
2006-12,2006-12-01,2006-12-29,20,0.06777942514474922,0.014981001661226833,-0.037581290346164975,4.524358696266147
2007-01,2007-01-02,2007-01-31,22,0.0523122494343331,0.016098431455783945,-0.040139780091157706,3.2495246246824894
2007-02,2007-02-01,2007-02-28,20,-0.08487878731818066,0.029669258782336894,-0.13613362880968605,-2.8608327542281526
2007-03,2007-03-01,2007-03-30,22,-0.021405315350972565,0.007948381445112963,-0.030867228319477524,-2.6930407780232484
2007-04,2007-04-02,2007-04-30,20,0.03609145276793657,0.005913153176771261,-0.008057032876282677,6.103588337558247
2007-05,2007-05-01,2007-05-31,22,0.12650278664567738,0.01498133913024553,-0.04020566140430126,8.444023965139632
2007-06,2007-06-01,2007-06-29,21,-0.025807952165027626,0.01923987583723035,-0.10473602456996922,-1.3413783115526994
2007-07,2007-07-02,2007-07-31,22,0.011590215558547667,0.00191932264030504,0.0,6.038701005843198
2007-08,2007-08-01,2007-08-31,23,-0.02339923400561117,0.008626087160289887,-0.03941808770108057,-2.7126127490722944
2007-09,2007-09-03,2007-09-28,20,-0.009450746923053144,0.004261926728476024,-0.021527317291796022,-2.217482262167499
2007-10,2007-10-01,2007-10-31,23,0.009003977876760327,0.010641269598440596,-0.0630351401144773,0.8461375584431954
2007-11,2007-11-01,2007-11-30,22,-0.09650147058808423,0.011040497004734579,-0.062497024548549995,-8.74068174165536
2007-12,2007-12-03,2007-12-31,20,-0.005815811638625434,0.0037238487634796633,-0.02109987444462813,-1.561774392038141
2008-01,2008-01-02,2008-01-31,22,0.01994825230244235,0.01198060841647941,-0.04424607990422069,1.6650450134905828
2008-02,2008-02-01,2008-02-29,21,0.023853711271219824,0.012299893805612654,-0.03476460410363835,1.9393428632965077
2008-03,2008-03-03,2008-03-31,20,0.005366251750039908,0.017865898623365857,-0.06334818223034155,0.3003628232291474
2008-04,2008-04-01,2008-04-30,22,-0.032700693089232624,0.006581228138735725,-0.014842672938466195,-4.968782786416903
2008-05,2008-05-01,2008-05-30,22,-0.008405403709175308,0.011303263646450562,-0.06913214383234767,-0.743626263359323
2008-06,2008-06-02,2008-06-30,21,-0.025298937336359906,0.010695906389512615,-0.04459334060978337,-2.365291581194618
2008-07,2008-07-01,2008-07-31,23,-0.01700905187262003,0.018440081756484334,-0.10840936109476229,-0.9223956865939007
2008-08,2008-08-01,2008-08-29,21,-0.018502343353649198,0.00915421571946752,-0.0420677613766931,-2.021182799341486
2008-09,2008-09-01,2008-09-30,22,0.035766619924708865,0.015405002413569787,-0.05051963799100123,2.321753607334924
2008-10,2008-10-01,2008-10-31,23,0.08105127876777862,0.02618536813253884,-0.07844700218050071,3.0952888787941655
2008-11,2008-11-03,2008-11-28,20,0.013459022912200469,0.014973176368358685,-0.05811784668416631,0.8988756013481598
2008-12,2008-12-01,2008-12-31,22,-0.001017103572721334,0.009695162093058885,-0.03710432971658817,-0.104908361815788
2009-01,2009-01-02,2009-01-30,21,0.0,0.0,0.0,
2009-02,2009-02-02,2009-02-27,20,0.020021835756556916,0.002492617276276582,-0.003667904524628618,8.032454860645556
2009-03,2009-03-02,2009-03-31,22,-0.03423675895872125,0.008347647974515081,-0.057299187647878,-4.101365925257537
2009-04,2009-04-01,2009-04-30,21,-0.004575557496150018,0.0027211051204733584,-0.012855753137838488,-1.6815070692138723
2009-05,2009-05-01,2009-05-29,21,0.014786931842079243,0.008139863611550705,-0.02453821838554615,1.8166068312368469
2009-06,2009-06-01,2009-06-30,22,-0.016232132479065964,0.012260785544028551,-0.06417786682755455,-1.323906402308097
2009-07,2009-07-01,2009-07-31,23,0.04497466882640411,0.008896189727058523,-0.040455118015331304,5.055497938584852
2009-08,2009-08-03,2009-08-31,21,0.029453712055250936,0.012945335567617922,-0.042088878638425475,2.275237432154934
2009-09,2009-09-01,2009-09-30,22,0.04562866345830696,0.014352488632405675,-0.035917437922075024,3.1791464621183936
2009-10,2009-10-01,2009-10-30,22,-0.0462849436036068,0.019399814344093606,-0.0878514147523286,-2.3858446675134566
2009-11,2009-11-02,2009-11-30,21,0.038084793028010155,0.007879862374934144,-0.016776445165173626,4.833179973949538
