cagr,annualised_return_plain,annualised_return_log,total_return,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.005367404311350299,0.032048957261699096,0.0054955501709117414,0.08577339557068431,0.22436534903965447,0.1373400961647547,0.14806047406268147,0.002970247578834816,0.14795995973689632,-0.14201946457922668,-0.009604772523443357,0.015545267681112989,0.5394529525378858,0.220116059405541,94.0,inf,85773.39557068422,1.0,0.014133688485217387,-0.02183708791098195,0.02130283668525015,0.00932135849188718,-0.010252797679480138,-0.12734023563211228
