cagr,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.012293994484305903,0.16530625171061714,0.15719742773268622,0.17358422639198662,0.002482497676452477,0.1045910414726022,-0.09962604611969725,0.0008693630014868768,0.004095632351418077,0.48193185622709733,0.1878295947471074,101.94594594594595,1.2450527934027413,984.8578007294897,0.38095238095238093,0.010413315052155678,-0.015886091042518414,0.015213939006498511,0.006566027481369537,-0.007214481723946436,-0.10750986543066066
