date,price,price_diff,pct_change,sigma_price,ewma_short,ewma_long,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,position_pnl,price_diff_pnl,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
2005-12-21,5397.22998046875,0.0,0.0,48.60826779010694,5397.22998046875,5397.22998046875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
2005-12-22,5398.27978515625,1.0498046875,0.0001945080515930453,48.60826779010694,5397.420854048295,5397.2711492800245,0.003079821089634382,0.015399105448171909,0.015399105448171909,0.0016090562869561218,0,0,1.0498046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
2005-12-23,5419.0498046875,20.77001953125,0.0038475255744174763,48.60826779010694,5401.35339052815,5398.125214197965,0.06641208331316684,0.3320604165658342,0.3320604165658342,0.03456408776599253,0,0,20.77001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
2005-12-27,5444.83984375,25.7900390625,0.004759144128956283,48.60826779010694,5409.260018386668,5399.957160454907,0.19138427174428138,0.9569213587214069,0.9569213587214069,0.09913391821746675,0,0,25.7900390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
2005-12-28,5447.14990234375,2.31005859375,0.00042426566437980817,48.60826779010694,5416.149088197046,5401.807856215254,0.2950368863938512,1.4751844319692562,1.4751844319692562,0.1527594643582852,0,0,2.31005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
2005-12-29,5458.580078125,11.43017578125,0.002098377314039279,48.60826779010694,5423.863813638492,5404.034217858773,0.40794697448062506,2.0397348724031255,2.0397348724031255,0.21077794615427625,0,0,11.43017578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
2005-12-30,5408.259765625,-50.3203125,-0.009218571822671606,48.60826779010694,5421.026713999675,5404.199925614312,0.346171323323476,1.73085661661738,1.73085661661738,0.18052388978941236,0,0,-50.3203125,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,100000.0,0.0,1.0,OOS
2006-01-02,5449.97998046875,41.72021484375,0.007714166229389363,48.60826779010694,5426.29094426678,5405.995221883113,0.4175364255172503,2.0876821275862514,2.0876821275862514,0.2160730486790212,0,0,41.72021484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
2006-01-03,5460.68017578125,10.7001953125,0.001963345801424321,48.60826779010694,5432.543531814865,5408.139729879119,0.5020504339122458,2.510252169561229,2.510252169561229,0.2592995381122955,0,0,10.7001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
2006-01-04,5523.6201171875,62.93994140625,0.01152602594918406,48.60826779010694,5449.1029109735255,5412.668372518663,0.7495543476716477,3.7477717383582387,3.7477717383582387,0.3827193871880414,0,0,62.93994140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
